01032013,0
01042013,1
01072013,0
01082013,0
01092013,1
01102013,1
01112013,0
01142013,0
01152013,1
01162013,1
01172013,1
01182013,1
01222013,1
01232013,1
01242013,1
01252013,1
01282013,0
01292013,1
01302013,0
01312013,0
02012013,1
02042013,0
02052013,1
02062013,1
02072013,0
02082013,1
02112013,0
02122013,1
02132013,1
02142013,1
02152013,0
02192013,1
02202013,0
02212013,0
02222013,1
02252013,0
02262013,1
02272013,1
02282013,0
03012013,1
03042013,1
03052013,1
03062013,1
03072013,1
03082013,1
03112013,1
03122013,0
03132013,1
03142013,1
03152013,0
03182013,0
03192013,0
03202013,1
03212013,0
03222013,1
03252013,0
03262013,1
03272013,0
03282013,1
04012013,0
04022013,1
04032013,0
04042013,1
04052013,0
04082013,1
04092013,1
04102013,1
04112013,1
04122013,0
04152013,0
04162013,1
04172013,0
04182013,0
04192013,1
04222013,1
04232013,1
04242013,1
04252013,1
04262013,0
04292013,1
04302013,1
05012013,0
05022013,1
05032013,1
05062013,1
05072013,1
05082013,1
05092013,0
05102013,1
05132013,1
05142013,1
05152013,1
05162013,0
05172013,1
05202013,0
05212013,1
05222013,0
05232013,0
05242013,0
05282013,1
05292013,0
05302013,1
05312013,0
06032013,1
06042013,0
06052013,0
06062013,1
06072013,1
06102013,0
06112013,0
06122013,0
06132013,1
06142013,0
06172013,1
06182013,1
06192013,0
06202013,0
06212013,1
06242013,0
06252013,1
06262013,1
06272013,1
06282013,0
07012013,1
07022013,0
07032013,1
07052013,1
07082013,1
07092013,1
07102013,1
07112013,1
07122013,1
07152013,1
07162013,0
07172013,1
07182013,1
07192013,1
07222013,1
07232013,0
07242013,0
07252013,1
07262013,1
07292013,0
07302013,1
07312013,0
08012013,1
08022013,1
08052013,0
08062013,0
08072013,0
08082013,1
08092013,0
08122013,0
08132013,1
08142013,0
08152013,0
08162013,0
08192013,0
08202013,1
08212013,0
08222013,1
08232013,1
08262013,0
08272013,0
08282013,1
08292013,1
08302013,0
09032013,1
09042013,1
09052013,1
09062013,1
09092013,1
09102013,1
09112013,1
09122013,0
09132013,1
09162013,1
09172013,1
09182013,1
09192013,0
09202013,0
09232013,0
09242013,0
09252013,0
09262013,1
09272013,0
09302013,0
10012013,1
10022013,0
10032013,0
10042013,1
10072013,0
10082013,0
10092013,1
10102013,1
10112013,1
10142013,1
10152013,0
10162013,1
10172013,1
10182013,1
10212013,1
10222013,1
10232013,0
10242013,1
10252013,1
10282013,1
10292013,1
10302013,0
10312013,0
11012013,1
11042013,1
11052013,0
11062013,1
11072013,0
11082013,1
11112013,1
11122013,0
11132013,1
11142013,1
11152013,1
11182013,0
11192013,0
11202013,0
11212013,1
11222013,1
11252013,0
11262013,1
11272013,1
11292013,0
12022013,0
12032013,0
12042013,0
12052013,0
12062013,1
12092013,1
12102013,0
12112013,0
12122013,0
12132013,0
12162013,1
12172013,0
12182013,1
12192013,0
12202013,1
12232013,1
12242013,1
12262013,1
12272013,0
12302013,0
12312013,1
01022014,0
01032014,0
01062014,0
01072014,1
01082014,0
01092014,1
01102014,1
01132014,0
01142014,1
01152014,1
01162014,0
01172014,0
01212014,1
01222014,1
01232014,0
01242014,0
01272014,0
01282014,1
01292014,0
01302014,1
01312014,0
02032014,0
02042014,1
02052014,0
02062014,1
02072014,1
02102014,1
02112014,1
02122014,0
02132014,1
02142014,1
02182014,1
02192014,0
02202014,1
02212014,0
02242014,1
02252014,0
02262014,1
02272014,1
02282014,1
03032014,0
03042014,1
03052014,0
03062014,1
03072014,1
03102014,0
03112014,0
03122014,1
03132014,0
03142014,0
03172014,1
03182014,1
03192014,0
03202014,1
03212014,0
03242014,0
03252014,1
03262014,0
03272014,0
03282014,1
03312014,1
04012014,1
04022014,1
04032014,0
04042014,0
04072014,0
04082014,1
04092014,1
04102014,0
04112014,0
04142014,1
04152014,1
04162014,1
04172014,1
04212014,1
04222014,1
04232014,0
04242014,1
04252014,0
04282014,1
04292014,1
04302014,1
05012014,0
05022014,0
05052014,1
05062014,0
05072014,1
05082014,0
05092014,1
05122014,1
05132014,1
05142014,0
05152014,0
05162014,1
05192014,1
05202014,0
05212014,1
05222014,1
05232014,1
05272014,1
05282014,0
05292014,1
05302014,1
06022014,1
06032014,0
06042014,1
06052014,1
06062014,1
06092014,1
06102014,0
06112014,0
06122014,0
06132014,1
06162014,1
06172014,1
06182014,1
06192014,1
06202014,1
06232014,0
06242014,0
06252014,1
06262014,0
06272014,1
06302014,0
07012014,1
07022014,1
07032014,1
07072014,0
07082014,0
07092014,1
07102014,0
07112014,1
07142014,1
07152014,0
07162014,1
07172014,0
07182014,1
07212014,0
07222014,1
07232014,1
07242014,1
07252014,0
07282014,1
07292014,0
07302014,1
07312014,0
08012014,0
08042014,1
08052014,0
08062014,1
08072014,0
08082014,1
08112014,1
08122014,0
08132014,1
08142014,1
08152014,0
08182014,1
08192014,1
08202014,1
08212014,1
08222014,0
08252014,1
08262014,1
08272014,1
08282014,0
08292014,1
09022014,0
09032014,0
09042014,0
09052014,1
09082014,0
09092014,0
09102014,1
09112014,1
09122014,0
09152014,0
09162014,1
09172014,1
09182014,1
09192014,0
09222014,0
09232014,0
09242014,1
09252014,0
09262014,1
09292014,0
09302014,0
10012014,0
10022014,1
10032014,1
10062014,0
10072014,0
10082014,1
10092014,0
10102014,0
10132014,0
10142014,1
10152014,0
10162014,1
10172014,1
10202014,1
10212014,1
10222014,0
10232014,1
10242014,1
10272014,0
10282014,1
10292014,0
10302014,1
10312014,1
11032014,0
11042014,0
11052014,1
11062014,1
11072014,1
11102014,1
11112014,1
11122014,0
11132014,1
11142014,1
11172014,1
11182014,1
11192014,0
11202014,1
11212014,1
11242014,1
11252014,0
11262014,1
11282014,0
12012014,0
12022014,1
12032014,1
12042014,0
12052014,1
12082014,0
12092014,0
12102014,0
12112014,1
12122014,0
12152014,0
12162014,0
12172014,1
12182014,1
12192014,1
12222014,1
12232014,1
12242014,0
12262014,1
12292014,1
12302014,0
12312014,0
01022015,0
01052015,0
01062015,0
01072015,1
01082015,1
01092015,0
01122015,0
01132015,0
01142015,0
01152015,0
01162015,1
01202015,1
01212015,1
01222015,1
01232015,0
01262015,1
01272015,0
01282015,0
01292015,1
01302015,0
02022015,1
02032015,1
02042015,0
02052015,1
02062015,0
02092015,0
02102015,1
02112015,0
02122015,1
02132015,1
02172015,1
02182015,0
02192015,0
02202015,1
02232015,0
02242015,1
02252015,0
02262015,0
02272015,0
03022015,1
03032015,0
03042015,0
03052015,1
03062015,0
03092015,1
03102015,0
03112015,0
03122015,1
03132015,0
03162015,1
03172015,0
03182015,1
03192015,0
03202015,1
03232015,0
03242015,0
03252015,0
03262015,0
03272015,1
03302015,1
03312015,0
