04012015,0
04022015,1
04062015,1
04072015,0
04082015,1
04092015,1
04102015,1
04132015,0
04142015,1
04152015,1
04162015,0
04172015,0
04202015,1
04212015,0
04222015,1
04232015,1
04242015,1
04272015,0
04282015,1
04292015,0
04302015,0
05012015,1
05042015,1
05052015,0
05062015,0
05072015,1
05082015,1
05112015,0
05122015,0
05132015,0
05142015,1
05152015,1
05182015,1
05192015,0
05202015,0
05212015,1
05222015,0
05262015,0
05272015,1
05282015,0
05292015,0
06012015,1
06022015,0
06032015,1
06042015,0
06052015,0
06082015,0
06092015,1
06102015,1
06112015,1
06122015,0
06152015,0
06162015,1
06172015,1
06182015,1
06192015,0
06222015,1
06232015,1
06242015,0
06252015,0
06262015,0
06292015,0
06302015,1
07012015,1
07022015,0
07062015,0
07072015,1
07082015,0
07092015,1
07102015,1
07132015,1
07142015,1
07152015,0
07162015,1
07172015,1
07202015,1
07212015,0
07222015,0
07232015,0
07242015,0
07272015,0
07282015,1
07292015,1
07302015,1
07312015,0
08032015,0
08042015,0
08052015,1
08062015,0
08072015,0
08102015,1
08112015,0
08122015,1
08132015,0
08142015,1
08172015,1
08182015,0
08192015,0
08202015,0
08212015,0
08242015,0
08252015,0
08262015,1
08272015,1
08282015,1
08312015,0
09012015,0
09022015,1
09032015,1
09042015,0
09082015,1
09092015,0
09102015,1
09112015,1
09142015,0
09152015,1
09162015,1
09172015,0
09182015,0
09212015,1
09222015,0
09232015,0
09242015,0
09252015,0
09282015,0
09292015,1
09302015,1
10012015,1
10022015,1
10052015,1
10062015,0
10072015,1
10082015,1
10092015,1
10122015,1
10132015,0
10142015,0
10152015,1
10162015,1
10192015,1
10202015,0
10212015,0
10222015,1
10232015,1
10262015,0
10272015,0
10282015,1
10292015,0
10302015,0
11022015,1
11032015,1
11042015,0
11052015,0
11062015,0
11092015,0
11102015,1
11112015,0
11122015,0
11132015,0
11162015,1
11172015,0
11182015,1
11192015,0
11202015,1
11232015,0
11242015,1
11252015,0
11272015,1
11302015,0
12012015,1
12022015,0
12032015,0
12042015,1
12072015,0
12082015,0
12092015,0
12102015,1
12112015,0
12142015,1
12152015,1
12162015,1
12172015,0
12182015,0
12212015,1
12222015,1
12232015,1
12242015,0
12282015,0
12292015,1
12302015,0
12312015,0
01042016,0
01052016,1
01062016,0
01072016,0
01082016,0
01112016,1
01122016,1
01132016,0
01142016,1
01152016,0
01192016,1
01202016,0
01212016,1
01222016,1
01252016,0
01262016,1
01272016,0
01282016,1
01292016,1
02012016,0
02022016,0
02032016,1
02042016,1
02052016,0
02082016,0
02092016,0
02102016,0
02112016,0
02122016,1
02162016,1
02172016,1
02182016,0
02192016,0
02222016,1
02232016,0
02242016,1
02252016,1
02262016,0
02292016,0
03012016,1
03022016,1
03032016,1
03042016,1
03072016,1
03082016,0
03092016,1
03102016,1
03112016,1
03142016,0
03152016,0
03162016,1
03172016,1
03182016,1
03212016,1
03222016,0
03232016,0
03242016,0
03282016,1
03292016,1
03302016,1
03312016,0
04012016,1
04042016,0
04052016,0
04062016,1
04072016,0
04082016,1
04112016,0
04122016,1
04132016,1
04142016,1
04152016,0
04182016,1
04192016,1
04202016,1
04212016,0
04222016,1
04252016,0
04262016,1
04272016,1
04282016,0
04292016,0
05022016,1
05032016,0
05042016,0
05052016,0
05062016,1
05092016,1
05102016,1
05112016,0
05122016,0
05132016,0
05162016,1
05172016,0
05182016,1
05192016,0
05202016,1
05232016,0
05242016,1
05252016,1
05262016,0
05272016,1
05312016,0
06012016,1
06022016,1
06032016,0
06062016,1
06072016,1
06082016,1
06092016,0
06102016,0
06132016,0
06142016,0
06152016,0
06162016,1
06172016,0
06202016,1
06212016,1
06222016,0
06232016,1
06242016,0
06272016,0
06282016,1
06292016,1
06302016,1
07012016,1
07052016,0
07062016,1
07072016,0
07082016,1
07112016,1
07122016,1
07132016,1
07142016,1
07152016,0
07182016,1
07192016,0
07202016,1
07212016,0
07222016,1
07252016,0
07262016,1
07272016,0
07282016,1
07292016,1
08012016,0
08022016,0
08032016,1
08042016,1
08052016,1
08082016,0
08092016,1
08102016,0
08112016,1
08122016,0
08152016,1
08162016,0
08172016,1
08182016,1
08192016,0
08222016,0
08232016,1
08242016,0
08252016,0
08262016,0
08292016,1
08302016,0
08312016,0
09012016,0
09022016,1
09062016,1
09072016,0
09082016,0
09092016,0
09122016,1
09132016,0
09142016,0
09152016,1
09162016,0
09192016,0
09202016,1
09212016,1
09222016,1
09232016,0
09262016,0
09272016,1
09282016,1
09292016,0
09302016,1
10032016,0
10042016,0
10052016,1
10062016,1
10072016,0
10102016,1
10112016,0
10122016,1
10132016,0
10142016,1
10172016,0
10182016,1
10192016,1
10202016,0
10212016,0
10242016,1
10252016,0
10262016,0
10272016,0
10282016,0
10312016,0
11012016,0
11022016,0
11032016,0
11042016,0
11072016,1
11082016,1
11092016,1
11102016,1
11112016,0
11142016,0
11152016,1
11162016,0
11172016,1
11182016,0
11212016,1
11222016,1
11232016,1
11252016,1
11282016,0
11292016,1
11302016,0
12012016,0
12022016,1
12052016,1
12062016,1
12072016,1
12082016,1
12092016,1
12122016,0
12132016,1
12142016,0
12152016,1
12162016,0
12192016,1
12202016,1
12212016,0
12222016,0
12232016,1
12272016,1
12282016,0
12292016,0
12302016,0
01032017,1
01042017,1
01052017,0
01062017,1
01092017,0
01102017,1
01112017,1
01122017,0
01132017,1
01172017,0
01182017,1
01192017,0
01202017,1
01232017,0
01242017,1
01252017,1
01262017,0
01272017,0
01302017,0
01312017,0
02012017,1
02022017,1
02032017,1
02062017,0
02072017,1
02082017,1
02092017,1
02102017,1
02132017,1
02142017,1
02152017,1
02162017,0
02172017,1
02212017,1
02222017,0
02232017,1
02242017,1
02272017,1
02282017,0
03012017,1
03022017,0
03032017,1
03062017,0
03072017,0
03082017,0
03092017,1
03102017,1
03132017,1
03142017,0
03152017,1
03162017,0
03172017,0
03202017,0
03212017,0
03222017,1
03232017,0
03242017,0
03272017,0
03282017,1
03292017,1
03302017,1
03312017,0
04032017,0
04042017,1
04052017,0
04062017,1
04072017,0
04102017,1
04112017,0
04122017,0
04132017,0
04172017,1
04182017,0
04192017,0
04202017,1
04212017,0
04242017,1
04252017,1
04262017,0
04272017,1
04282017,0
05012017,1
05022017,1
05032017,0
05042017,1
05052017,1
05082017,1
05092017,0
05102017,1
05112017,0
05122017,0
05152017,1
05162017,0
05172017,0
05182017,1
05192017,1
05222017,1
05232017,1
05242017,1
05252017,1
05262017,1
05302017,0
05312017,0
06012017,1
06022017,1
06052017,0
06062017,0
06072017,1
06082017,1
06092017,0
06122017,0
06132017,1
06142017,0
06152017,0
06162017,1
06192017,1
06202017,0
06212017,0
06222017,0
06232017,1
06262017,1
06272017,0
06282017,1
06292017,0
06302017,1
07032017,1
07052017,1
07062017,0
07072017,1
07102017,1
07112017,0
07122017,1
07132017,1
07142017,1
07172017,0
07182017,1
07192017,1
07202017,0
07212017,0
07242017,0
07252017,1
07262017,1
07272017,0
07282017,0
07312017,0
08012017,1
08022017,1
08032017,0
08042017,1
08072017,1
08082017,0
08092017,0
08102017,0
08112017,1
08142017,1
08152017,0
08162017,1
08172017,0
08182017,0
08212017,1
08222017,1
08232017,0
08242017,0
08252017,1
08282017,1
08292017,1
08302017,1
08312017,1
09012017,1
09052017,0
09062017,1
09072017,0
09082017,0
09112017,1
09122017,1
09132017,1
09142017,0
09152017,1
09182017,1
09192017,1
09202017,1
09212017,0
09222017,1
09252017,0
09262017,1
09272017,1
09282017,1
09292017,1
10022017,1
10032017,1
10042017,1
10052017,1
10062017,0
